,Unnamed: 0.1,Unnamed: 0,Team,Player,PP,XBH,BB,K,Line,H,OPS Factor,Park Factor,Score,Bases
406,406,406,DET,Matt Vierling,17.03,4.705882352941192,15.145631067961157,10.39647577092511,1.5652173913043397,30.0,0.884,0.95,66.2,67.2
407,407,407,DET,Parker Meadows,2.02,3.921568627450995,12.038834951456312,-5.110132158590303,4.695652173913038,17.0,0.936,0.95,30.7,31.7
408,408,408,CIN,T.J. Hopkins,-14.27,-7.843137254901959,3.883495145631061,-37.180616740088105,-7.652173913043476,-24.0,0.698,0.95,-82.7,-81.7
409,409,409,CIN,Will Benson,6.450000000000001,-4.70588235294117,-10.097087378640786,-31.541850220264315,7.304347826086953,19.0,1.165,0.95,-15.0,-14.0
410,410,410,DET,Zack Short,7.29,1.088453945710938e-14,6.213592233009705,1.7621145374449356,-2.7826086956521765,32.0,0.7310000000000001,0.95,30.9,31.9
411,411,411,DET,Riley Greene,31.79,3.921568627450995,-1.1650485436893323,4.229074889867845,10.26086956521739,77.0,0.936,0.95,119.7,120.7
412,412,412,CIN,Nick Senzel,9.41,-2.3529411764705794,15.922330097087372,-11.45374449339207,-4.695652173913038,-43.0,1.09,0.95,-37.5,-36.5
413,413,413,CIN,Noelvi Marte,2.14,1.088453945710938e-14,16.699029126213585,-13.568281938325994,-10.608695652173914,5.0,1.043,0.95,-0.3,0.7
414,414,414,CIN,S. Fairchild,-4.770000000000001,-3.9215686274509736,9.70873786407767,-25.198237885462547,1.0434782608695563,-10.0,0.864,0.95,-27.2,-26.2
415,415,415,CIN,Spencer Steer,19.17,0.7843137254902077,8.543689320388347,-15.85903083700441,2.956521739130428,-4.0,1.152,0.95,12.7,13.7
416,416,416,CIN,T. Stephenson,13.12,4.705882352941181,12.038834951456312,-11.982378854625551,3.478260869565211,-9.0,0.698,0.95,8.2,9.2
417,417,417,DET,Zach McKinstry,11.39,7.058823529411772,5.048543689320383,10.04405286343612,9.391304347826086,31.0,0.726,0.95,51.0,52.0
418,418,418,KC,Freddy Fermin,-31.06,4.705882352941181,3.1067961165048468,-6.696035242290745,8.695652173913041,-25.0,1.058,0.95,-43.9,-42.9
419,419,419,KC,E. Olivares,-1.9999999999999984,3.1372549019607874,8.932038834951454,-5.638766519823784,5.217391304347822,26.0,1.058,0.95,35.8,36.8
420,420,420,KC,Drew Waters,-19.65,3.1372549019607874,-5.825242718446607,-18.149779735682827,8.173913043478258,-45.0,0.889,0.95,-65.3,-64.3
421,421,421,KC,Dairon Blanco,-31.67,-5.490196078431367,12.815533980582527,-25.90308370044052,2.608695652173905,-16.0,0.546,0.95,-33.0,-32.0
422,422,422,KC,Bubba Thompson,-39.92999999999999,-6.274509803921564,14.757281553398062,-30.48458149779736,-2.608695652173916,-33.0,1.165,0.95,-92.7,-91.7
423,423,423,DET,Tyler Nevin,9.16,3.921568627450995,3.1067961165048468,5.4625550660793,-4.695652173913048,-3.0,0.994,0.95,13.2,14.2
424,424,424,DET,S. Torkelson,28.89,6.274509803921575,6.213592233009705,2.1145374449339225,1.7391304347826004,32.0,0.9,0.95,66.0,67.0
425,425,425,KC,Franmil Reyes,-32.08,-1.568627450980383,6.601941747572813,-21.67400881057268,6.434782608695648,-33.0,1.058,0.95,-71.5,-70.5
426,426,426,WAS,Alex Call,-51.45,-3.1372549019607767,-2.7184466019417504,-4.757709251101316,0.3478260869565124,-56.0,1.165,0.92,-108.3,-107.3
427,427,427,BAL,Kyle Stowers,11.560000000000002,-6.274509803921564,2.71844660194174,-26.60792951541849,-6.260869565217387,-20.0,1.065,0.92,-41.3,-40.3
428,428,428,BAL,R. Mountcastle,31.11,1.5686274509804046,2.71844660194174,0.1762114537444935,3.652173913043472,15.0,0.835,0.92,41.7,42.7
429,429,429,BAL,Ryan McKenna,8.719999999999999,1.088453945710938e-14,3.1067961165048468,-15.330396475770932,-1.3913043478260885,7.0,0.264,0.92,0.5,1.5
430,430,430,BAL,Ryan O'Hearn,33.67,4.705882352941192,-5.436893203883501,5.286343612334797,3.30434782608695,52.0,0.978,0.92,84.2,85.2
431,431,431,BAL,Terrin Vavra,1.6500000000000004,-7.843137254901959,-0.3883495145631179,-10.220264317180616,2.956521739130428,-9.0,0.978,0.92,-21.0,-20.0
432,432,432,BAL,Joey Ortiz,3.96,-7.843137254901959,3.883495145631061,-19.030837004405296,1.9130434782608607,14.0,0.871,0.92,-2.9,-1.9
433,433,433,WAS,Carter Kieboom,-29.71,-3.1372549019607767,11.262135922330096,-19.38325991189428,-2.7826086956521765,-51.0,1.165,0.92,-87.2,-86.2
434,434,434,WAS,B. Rutherford,-38.8,-7.843137254901959,15.922330097087382,-26.960352422907484,-9.217391304347824,-53.0,1.165,0.92,-110.3,-109.3
435,435,435,WAS,C. Dickerson,-34.260000000000005,-1.568627450980383,17.86407766990291,-3.7004405286343545,1.0434782608695563,-28.0,1.165,0.92,-44.7,-43.7
