Team,Player,PP,XBH,BB,K,Line,H,OPS Factor,Score
BAL,J. Westburg,4.91,3.9215686274509842,3.1067961165048468,6.872246696035238,12.869565217391306,30.0,1.621,99.1
LAD,Max Muncy,4.91,0.7843137254902077,-15.14563106796117,-10.925110132158592,0.5217391304347734,71.0,1.197,98.4
BAL,James McCann,4.91,9.411764705882351,5.0485436893203826,3.3480176211453876,8.52173913043478,36.0,1.0939999999999999,97.9
CHC,Nico Hoerner,27.21,14.117647058823534,19.02912621359223,20.088105726872257,5.043478260869559,26.0,0.874,97.4
ARI,L. Gurriel Jr.,29.93,9.411764705882351,2.330097087378632,6.696035242290745,-2.434782608695654,31.0,1.23,94.6
NYM,F. Lindor,4.91,-1.568627450980383,13.980582524271847,-10.044052863436121,9.913043478260867,58.0,1.2469999999999999,94.2
CHC,Dansby Swanson,26.299999999999994,10.980392156862745,-3.4951456310679756,6.872246696035238,8.695652173913041,30.0,1.178,93.5
PHI,Alec Bohm,4.91,5.490196078431378,16.6990291262136,5.814977973568277,-0.8695652173913149,54.0,0.893,92.1
CLE,Steven Kwan,28.769999999999996,4.705882352941181,11.650485436893206,5.110132158590303,10.782608695652174,28.0,1.03,91.7
CHW,Eloy Jimenez,4.91,3.1372549019607874,16.310679611650492,6.167400881057264,-4.869565217391308,57.0,0.669,90.4
BAL,R. Mountcastle,4.91,10.196078431372548,10.097087378640778,14.096916299559474,10.956521739130435,36.0,0.8220000000000001,90.0
DET,Carson Kelly,4.91,-0.784313725490186,21.74757281553398,-19.73568281938327,-1.0434782608695758,8.0,0.6930000000000001,9.4
TOR,Bo Bichette,4.91,6.274509803921575,18.252427184466015,-5.638766519823784,4.869565217391299,-7.0,0.972,9.3
MIN,Max Kepler,4.91,10.980392156862745,7.378640776699026,11.101321585903085,6.782608695652169,46.0,0.732,88.5
HOU,Jose Altuve,4.91,15.686274509803926,4.271844660194168,10.748898678414097,-9.217391304347824,15.0,1.664,86.5
HOU,Kyle Tucker,4.91,13.333333333333336,-9.320388349514571,7.224669603524226,-2.7826086956521765,29.0,1.276,84.5
CHC,Nick Madrigal,27.299999999999997,14.117647058823534,15.145631067961157,23.083700440528638,3.1304347826086887,41.0,0.673,83.3
CHW,Eloy Jimenez,4.91,10.196078431372548,17.087378640776695,16.74008810572688,-9.391304347826086,57.0,0.669,80.6
CIN,T. Stephenson,35.11,6.274509803921575,1.9417475728155251,-11.806167400881039,6.60869565217391,33.0,1.131,80.4
COL,Yonathan Daza,4.91,-1.568627450980383,19.02912621359223,11.45374449339207,-7.999999999999997,-11.0,0.525,8.7
TEX,Sam Huff,7.57,-1.568627450980383,19.805825242718445,-27.136563876651977,-4.869565217391299,39.0,0.264,8.7
CIN,S. Fairchild,7.27,4.705882352941181,7.378640776699026,-15.154185022026434,3.999999999999994,3.0,0.764,8.6
TB,Josh Lowe,-3.16,6.274509803921575,8.15533980582524,-22.37885462555065,-2.4347826086956643,22.0,1.026,8.5
SF,Austin Slater,4.91,0.7843137254901968,-7.766990291262144,0.5286343612334904,1.5652173913043397,32.0,0.264,8.3
BAL,Ramon Urias,4.91,8.627450980392155,13.980582524271838,9.515418502202643,1.7391304347826102,18.0,1.335,79.5
BOS,M. Yoshida,4.91,9.411764705882351,10.485436893203882,10.220264317180616,-2.4347826086956643,53.0,0.855,79.0
LAD,Miguel Rojas,4.91,8.627450980392165,14.368932038834956,10.044052863436121,4.869565217391299,15.0,1.193,78.5
WAS,Carter Kieboom,27.62,-3.9215686274509736,19.41747572815534,-8.458149779735681,-7.478260869565225,51.0,0.655,78.2
DET,Matt Vierling,4.91,4.705882352941181,16.310679611650492,-2.8193832599118873,-1.565217391304359,21.0,1.606,75.7
CHW,Luis Robert,4.91,-1.568627450980383,17.864077669902922,-13.92070484581498,6.260869565217387,65.0,0.895,75.7
SD,Rougned Odor,9.499999999999998,7.058823529411772,6.213592233009705,8.810572687224669,14.434782608695635,29.0,0.741,75.0
COL,Kris Bryant,4.91,3.9215686274509842,8.15533980582524,11.629955947136565,1.0434782608695565,36.0,0.872,73.7
PHI,Bryce Harper,4.91,-8.627450980392155,12.427184466019419,-11.27753303964758,4.173913043478255,50.0,0.921,72.9
WAS,Dominic Smith,33.07,8.627450980392155,24.46601941747572,7.40088105726872,8.173913043478258,-9.0,0.655,72.7
LAD,David Peralta,4.91,4.705882352941181,17.087378640776695,-1.2334801762114451,2.434782608695645,35.0,1.012,71.9
SEA,Sam Haggerty,4.91,1.5686274509803937,4.271844660194168,-6.167400881057264,9.043478260869565,34.0,1.502,71.8
KC,Bobby Witt Jr.,33.2,-6.274509803921564,-17.475728155339812,2.46696035242291,4.173913043478255,70.0,0.8250000000000001,71.0
SEA,Tom Murphy,4.91,-0.784313725490186,-9.320388349514563,-11.806167400881058,8.695652173913041,53.0,1.146,71.0
BAL,Aaron Hicks,4.91,5.490196078431378,-15.14563106796117,12.863436123348018,-1.043478260869566,25.0,1.472,70.8
BOS,Triston Casas,4.91,1.5686274509803937,-10.485436893203895,-2.8193832599118873,6.956521739130432,55.0,1.076,70.5
SD,Matthew Batten,-14.049999999999999,10.196078431372559,20.582524271844658,5.638766519823793,4.173913043478255,-16.0,0.741,7.8
SF,Mitch Haniger,4.91,1.088453945710938e-14,-10.485436893203882,4.581497797356823,-0.3478260869565317,20.0,1.455,7.8
TEX,Nathaniel Lowe,1.66,7.8431372549019684,-4.660194174757296,5.46255506607929,0.17391304347826103,-3.0,1.394,7.5
CHC,Patrick Wisdom,23.95,4.705882352941181,-3.106796116504868,-11.629955947136565,7.130434782608692,7.0,0.264,7.4
CIN,Jose Garcia,5.1899999999999995,2.352941176470601,2.330097087378632,-16.387665198237872,-0.1739130434782707,14.0,2.097,7.3
CHW,Oscar Colas,4.91,-3.1372549019607767,18.252427184466026,-12.687224669603527,1.5652173913043397,14.0,1.012,7.2
SF,B. Crawford,4.91,2.3529411764705905,-2.3300970873786535,1.5859030837004517,2.434782608695645,10.0,0.921,7.0
BOS,Adam Duvall,4.91,-0.784313725490186,8.932038834951454,-7.577092511013213,3.6521739130434714,2.0,0.382,7.0
TEX,Mitch Garver,37.69,1.088453945710938e-14,-8.15533980582524,-0.3524229074889871,-1.217391304347827,22.0,1.394,69.7
CHW,Hanser Alberto,4.91,10.980392156862745,25.242718446601934,16.563876651982383,-2.2608695652174027,15.0,1.029,69.3
NYM,Pete Alonso,4.91,-1.568627450980383,12.427184466019419,-19.559471365638757,0.8695652173912954,53.0,1.312,68.4
MIN,Jorge Polanco,4.91,9.411764705882351,12.815533980582527,4.229074889867845,6.956521739130432,10.0,1.154,68.1
SF,Paul DeJong,4.91,-6.274509803921564,16.31067961165048,-5.638766519823784,0.8695652173912954,32.0,1.181,67.6
CHC,Yan Gomes,15.73,14.117647058823534,8.932038834951454,5.286343612334807,10.434782608695652,8.0,1.077,67.3
BAL,Terrin Vavra,4.91,2.3529411764705905,5.43689320388349,3.876651982378849,17.565217391304333,25.0,1.486,66.9
PHI,Trea Turner,4.91,0.0,9.320388349514563,-6.167400881057264,-9.654113257610057e-15,29.0,1.79,66.6
CIN,Matt McLain,21.220000000000002,-2.3529411764705794,-2.330097087378643,-16.740088105726855,10.434782608695652,56.0,0.861,66.2
WAS,Stone Garrett,9.200000000000001,1.5686274509803937,20.582524271844658,-8.105726872246693,4.869565217391299,38.0,0.655,66.1
WAS,Victor Robles,12.56,2.3529411764705905,25.631067961165044,2.8193832599118966,-0.3478260869565317,23.0,0.655,66.0
KC,V. Pasquantino,12.0,2.3529411764705905,-13.203883495145632,4.757709251101326,7.999999999999997,51.0,0.655,64.9
MIN,Donovan Solano,4.91,9.411764705882351,16.310679611650492,2.290748898678416,16.173913043478247,-9.0,1.0350000000000001,64.6
CHW,Elvis Andrus,4.91,10.196078431372548,11.262135922330097,19.559471365638775,-10.782608695652174,20.0,1.029,64.6
CIN,Harrison Bader,26.650000000000002,5.490196078431378,10.485436893203882,4.93392070484582,0.3478260869565124,54.0,0.632,64.4
COL,Elias Diaz,4.91,3.1372549019607874,8.932038834951454,6.696035242290745,-1.217391304347827,24.0,1.202,63.9
MIN,Willi Castro,4.91,17.25490196078432,20.582524271844658,6.872246696035238,6.60869565217391,-23.0,1.656,63.7
CIN,TJ Friedl,15.080000000000002,2.352941176470601,8.543689320388347,3.7004405286343642,-2.9565217391304373,15.0,1.514,63.2
COL,Nolan Jones,4.91,-3.1372549019607767,-4.271844660194179,-10.39647577092511,-1.7391304347826102,54.0,1.149,63.2
DET,K. Carpenter,4.91,7.8431372549019684,17.087378640776706,-9.515418502202643,1.5652173913043397,-1.0,1.074,62.6
CHW,A. Benintendi,4.91,9.411764705882351,11.650485436893206,21.145374449339208,2.6086956521739055,22.0,0.8250000000000001,62.4
SD,Manny Machado,11.02,8.627450980392165,6.990291262135919,13.92070484581498,-1.9130434782608714,27.0,0.9450000000000001,62.0
CIN,Spencer Steer,20.970000000000002,2.352941176470601,-3.1067961165048574,-4.581497797356823,5.913043478260866,37.0,1.048,61.4
NYY,Aaron Judge,36.43000000000001,-1.568627450980383,-23.300970873786422,-15.154185022026434,1.2173913043478175,60.0,1.061,61.1
COL,Harold Castro,4.91,0.0,15.14563106796117,1.7621145374449356,6.260869565217387,-1.0,0.264,6.9
CHW,Adam Haseley,4.91,-1.568627450980383,10.87378640776699,-3.5242290748898615,-9.654113257610057e-15,10.0,0.8250000000000001,6.8
SEA,Dylan Moore,4.91,-4.70588235294117,-16.310679611650492,-17.79735682819382,12.695652173913045,34.0,0.8,6.6
MIN,Trevor Larnach,4.91,2.3529411764705905,6.601941747572813,-10.925110132158592,9.565217391304346,-9.0,0.9490000000000001,6.5
CLE,Myles Straw,-14.240000000000002,2.3529411764705905,11.650485436893206,-1.0572687224669612,4.695652173913038,13.0,0.393,6.4
BOS,M. Yoshida,4.91,8.627450980392155,3.883495145631061,9.162995594713655,-3.652173913043482,-14.0,0.855,6.0
TEX,T. Jankowski,-1.96,-0.784313725490186,18.252427184466015,9.515418502202643,-8.173913043478258,6.0,0.264,6.0
SF,A.J. Pollock,4.91,3.9215686274509842,5.825242718446598,11.101321585903085,-4.869565217391308,43.0,0.74,59.0
WAS,Jacob Young,18.669999999999998,1.5686274509803937,23.30097087378641,-7.577092511013213,-2.4347826086956643,25.0,0.655,58.5
BAL,Joey Ortiz,4.91,0.7843137254902077,10.87378640776699,-6.696035242290745,8.34782608695652,30.0,1.0939999999999999,58.4
SD,X. Bogaerts,4.91,7.8431372549019684,11.650485436893206,16.38766519823789,-5.04347826086957,10.0,1.274,58.3
COL,C. Blackmon,4.91,2.3529411764705905,6.601941747572813,12.863436123348018,10.08695652173913,48.0,0.62,58.2
CIN,Joey Votto,33.64,0.7843137254902077,-1.1650485436893214,-14.273127753303948,-12.521739130434785,32.0,1.514,58.2
NYY,Gleyber Torres,35.13,3.9215686274509842,5.825242718446598,-2.8193832599118966,-3.1304347826087078,21.0,0.965,57.8
CLE,David Fry,17.84,4.705882352941181,16.31067961165048,-21.85022026431719,12.521739130434785,46.0,0.759,57.3
CIN,Jonathan India,22.73,1.088453945710938e-14,-8.15533980582524,-8.810572687224669,6.260869565217387,15.0,2.097,56.7
SD,F. Tatis Jr.,13.920000000000002,10.196078431372559,11.262135922330097,0.7048458149779742,-0.5217391304347928,27.0,0.881,55.1
CHW,Hanser Alberto,4.91,3.9215686274509842,24.46601941747573,5.991189427312771,2.2608695652173836,15.0,1.029,53.1
SD,J. Cronenworth,-11.5,12.549019607843139,12.038834951456312,19.73568281938327,5.565217391304344,14.0,0.75,52.4
BOS,Rafael Devers,4.91,1.088453945710938e-14,1.5533980582524178,1.7621145374449356,-1.913043478260881,41.0,1.038,52.4
PIT,T. Marcano,4.91,8.627450980392165,16.310679611650492,9.867841409691628,-5.2173913043478315,15.0,1.1640000000000001,50.8
CIN,Noelvi Marte,28.300000000000004,1.5686274509804046,10.485436893203882,-7.048458149779733,-11.826086956521742,16.0,1.344,50.4
PIT,Henry Davis,4.91,3.1372549019607874,4.660194174757276,-4.581497797356823,-8.173913043478269,13.0,0.653,5.9
OAK,Tony Kemp,1.5099999999999998,3.9215686274509842,21.74757281553397,8.281938325991186,0.0,-27.0,0.66,5.6
MIN,Jose Miranda,4.91,8.627450980392155,30.29126213592233,7.224669603524226,1.7391304347826004,-20.0,1.154,49.9
WAS,Derek Hill,13.66,-4.70588235294117,19.805825242718445,-3.171806167400874,-4.869565217391308,29.0,0.655,49.7
CIN,Luke Maile,16.23,3.9215686274509842,7.378640776699026,-7.048458149779733,-2.6086956521739157,39.0,0.861,49.0
CLE,Ramon Laureano,4.010000000000001,3.9215686274509842,6.601941747572813,-16.211453744493397,6.0869565217391255,47.0,0.9500000000000001,48.8
MIN,Nick Gordon,4.91,5.490196078431378,27.572815533980577,-0.8810572687224678,0.17391304347825137,-1.0,0.732,48.8
WAS,Jake Alu,21.129999999999995,6.274509803921575,24.854368932038827,-9.867841409691628,0.3478260869565124,6.0,0.655,48.7
SD,Luis Campusano,4.17,6.274509803921575,19.41747572815534,10.748898678414097,3.6521739130434714,12.0,0.858,48.3
COL,Hunter Goodman,4.91,-3.1372549019607767,6.601941747572813,-4.052863436123341,2.956521739130428,39.0,0.872,48.3
LAD,E. Hernandez,4.91,7.058823529411772,3.4951456310679543,3.171806167400884,1.9130434782608614,18.0,1.385,47.7
WAS,C. Dickerson,15.7,3.1372549019607874,25.242718446601934,8.986784140969162,-2.608695652173925,-3.0,0.655,47.5
MIN,C. Vazquez,4.91,12.549019607843139,28.7378640776699,3.7004405286343642,9.391304347826086,-28.0,1.281,47.2
CHC,C. Morel,22.1,9.411764705882362,3.4951456310679543,-8.810572687224669,2.086956521739123,5.0,1.407,46.8
NYY,Willie Calhoun,16.23,2.3529411764705905,7.7669902912621325,3.171806167400874,-0.6956521739130538,18.0,1.001,46.8
LAA,Shohei Ohtani,7.17,1.5686274509803937,-1.941747572815536,-2.9955947136563905,-3.4782608695652204,46.0,1.213,46.3
LAD,Amed Rosario,4.91,7.8431372549019684,17.087378640776695,4.229074889867845,7.304347826086953,10.0,0.808,46.0
SF,M. Conforto,4.91,-0.784313725490186,-10.097087378640778,11.27753303964758,-1.3913043478260978,33.0,1.418,45.7
MIA,Luis Arraez,13.790000000000001,3.9215686274509842,18.640776699029125,-5.286343612334797,12.869565217391306,23.0,0.675,45.2
CHC,Matt Mervis,9.979999999999999,11.764705882352942,5.0485436893203826,-12.511013215859032,6.434782608695648,24.0,0.264,44.7
CLE,Kole Calhoun,17.22,0.7843137254902077,-1.9417475728155467,-15.506607929515424,6.782608695652169,46.0,0.8250000000000001,44.0
CHW,Lenyn Sosa,4.91,12.549019607843139,22.135922330097078,4.757709251101316,-2.9565217391304373,11.0,0.835,43.9
KC,N. Velazquez,26.599999999999994,-8.627450980392155,-11.262135922330097,-20.616740088105715,5.739130434782604,41.0,1.334,43.8
CLE,Tyler Freeman,8.970000000000002,3.9215686274509842,6.601941747572813,-3.5242290748898615,8.34782608695652,20.0,0.986,43.7
CHW,A. Benintendi,4.91,2.3529411764705905,10.87378640776699,10.572687224669604,7.130434782608692,24.0,0.8250000000000001,43.1
MIN,Kyle Garlick,4.91,5.490196078431378,17.4757281553398,-13.215859030837008,0.17391304347825137,4.0,1.764,43.1
ARI,Tommy Pham,24.09,4.705882352941181,-16.310679611650492,2.46696035242291,0.34782608695652206,20.0,1.187,41.9
CIN,C. En-Strand,12.940000000000001,7.058823529411772,6.601941747572813,-15.154185022026434,13.217391304347828,17.0,0.655,41.7
BOS,Alex Verdugo,4.91,0.7843137254902077,1.9417475728155251,8.634361233480174,4.521739130434777,34.0,0.863,41.4
SEA,Ty France,4.91,7.058823529411772,1.1650485436893108,9.781700657490365e-15,10.608695652173914,17.0,0.74,40.8
ATL,R. Acuna Jr.,7.9,3.1372549019607874,11.262135922330097,-6.519823788546251,-1.7391304347826102,14.0,1.432,40.2
SD,Juan Soto,-1.95,5.490196078431378,-2.7184466019417504,6.872246696035238,-1.043478260869566,43.0,0.81,40.2
COL,Coco Montes,4.91,-7.843137254901959,19.02912621359223,-27.488986784140963,5.3913043478260825,13.0,0.62,4.8
BOS,Justin Turner,4.91,14.90196078431373,-1.1650485436893323,9.162995594713655,5.043478260869559,-13.0,1.069,4.2
SD,Garrett Cooper,-7.579999999999998,7.8431372549019684,6.601941747572813,1.585903083700442,11.652173913043478,-12.0,0.509,4.1
KC,Kyle Isbel,-11.0,-0.784313725490186,-1.5533980582524287,9.781700657490365e-15,3.999999999999994,14.0,0.87,4.1
CLE,Will Brennan,6.74,4.705882352941181,13.980582524271847,4.757709251101316,10.08695652173913,-10.0,1.317,39.9
LAD,James Outman,4.91,2.352941176470601,-12.427184466019419,-12.687224669603527,9.391304347826086,34.0,1.2109999999999999,39.6
CHW,Lenyn Sosa,4.91,5.490196078431378,21.35922330097087,-5.814977973568277,1.5652173913043397,11.0,0.835,39.6
TEX,Leody Taveras,2.879999999999998,7.8431372549019684,15.533980582524277,-1.2334801762114451,-1.217391304347827,11.0,1.127,39.2
PIT,Endy Rodriguez,4.91,10.196078431372548,6.990291262135919,-0.5286343612334806,-3.652173913043482,38.0,0.653,37.3
WAS,T. Blankenhorn,27.37,-1.568627450980383,24.077669902912625,-12.687224669603527,-4.521739130434787,4.0,0.655,36.7
MIN,Alex Kirilloff,4.91,7.843137254901959,20.970873786407765,-7.224669603524226,17.391304347826093,11.0,0.611,36.1
COL,B. Rodgers,4.91,-1.568627450980383,12.427184466019419,7.40088105726872,-1.043478260869566,23.0,0.735,35.6
SF,David Villar,4.91,-2.3529411764705794,-1.9417475728155467,-2.9955947136563807,2.6086956521739055,47.0,0.847,35.0
TEX,Adolis Garcia,6.7299999999999995,1.5686274509804046,8.543689320388347,-12.33480176211454,-6.260869565217387,60.0,0.597,34.8
LAD,Will Smith,4.91,5.490196078431378,6.213592233009705,0.8810572687224776,2.956521739130428,25.0,0.775,34.5
CIN,Henry Ramos,17.67,4.705882352941181,5.825242718446598,-5.110132158590303,2.7826086956521667,8.0,0.632,33.9
CHC,Ian Happ,16.55,14.117647058823534,-1.1650485436893323,4.93392070484582,9.217391304347824,11.0,0.612,33.4
TEX,Jonah Heim,33.56,1.088453945710938e-14,0.7766990291262036,5.110132158590303,-4.173913043478264,27.0,0.533,33.2
COL,Alan Trejo,4.91,3.9215686274509842,3.1067961165048468,10.572687224669604,11.826086956521742,24.0,0.514,32.9
DET,Jake Rogers,4.91,2.352941176470601,10.87378640776699,-19.38325991189428,7.478260869565215,43.0,0.585,32.2
CIN,Nick Martini,22.33,2.352941176470601,-10.485436893203882,-4.757709251101316,6.434782608695648,10.0,1.24,32.1
TOR,V. Guerrero Jr.,4.91,0.7843137254902077,14.368932038834956,-5.46255506607929,-3.652173913043482,12.0,1.02,31.7
HOU,Alex Bregman,4.91,19.60784313725491,3.1067961165048468,10.925110132158592,0.3478260869565124,-17.0,1.216,31.7
BAL,Ryan McKenna,4.91,8.627450980392155,10.097087378640778,-2.6431718061673934,3.6521739130434714,23.0,0.514,31.0
SEA,D. Canzone,4.91,2.3529411764705905,11.262135922330097,-8.281938325991186,8.695652173913041,2.0,0.692,30.5
TB,Wander Franco,-5.079999999999999,10.980392156862745,10.097087378640778,-13.039647577092513,-2.2608695652174027,3.0,0.806,3.7
SD,Ha-seong Kim,-10.07,2.352941176470601,5.43689320388349,17.092511013215866,5.565217391304344,-16.0,0.75,3.3
KC,Drew Waters,10.480000000000002,-3.1372549019607767,-18.640776699029132,-8.281938325991186,5.3913043478260825,17.0,1.097,3.1
SD,Ji-Man Choi,-9.559999999999999,-0.784313725490186,-6.99029126213593,-6.696035242290745,5.043478260869559,22.0,2.292,3.0
PIT,Miguel Andujar,4.91,5.490196078431378,13.203883495145632,7.577092511013213,-7.478260869565225,9.0,1.1640000000000001,29.8
DET,Javier Baez,4.91,4.705882352941181,21.74757281553398,-11.806167400881058,-2.086956521739142,19.0,0.925,29.7
CHC,Eric Hosmer,13.22,9.411764705882362,2.330097087378632,5.814977973568277,0.17391304347826103,-2.0,1.178,29.0
PIT,Josh Palacios,4.91,2.352941176470601,11.262135922330097,-7.40088105726872,-9.913043478260867,25.0,0.97,28.8
SD,Gary Sanchez,21.02,3.137254901960798,4.660194174757276,-0.0,-7.478260869565215,8.0,0.972,28.5
CHC,Miguel Amaya,11.639999999999999,5.490196078431378,-0.38834951456311795,-6.696035242290745,1.9130434782608614,14.0,1.097,28.5
CHW,Adam Haseley,4.91,5.490196078431378,11.650485436893206,7.048458149779733,-4.521739130434787,8.0,0.8250000000000001,28.3
CIN,Wil Myers,24.279999999999998,0.7843137254902077,0.3883495145630964,-20.9691629955947,4.521739130434777,19.0,1.514,28.0
WAS,C.J. Abrams,32.15,5.490196078431378,13.980582524271847,10.572687224669604,-3.4782608695652204,-31.0,0.655,27.7
LAA,Logan O'Hoppe,10.590000000000002,-2.3529411764705794,17.475728155339812,-2.8193832599118966,-2.608695652173925,3.0,1.1880000000000002,27.7
CIN,Hunter Renfroe,13.559999999999999,1.5686274509804046,-5.825242718446607,-3.5242290748898615,-0.8695652173913149,17.0,1.24,27.2
KC,Salvador Perez,-3.0399999999999996,-0.784313725490186,0.7766990291262144,-6.519823788546251,6.0869565217391255,45.0,0.655,27.2
CIN,Jake Fraley,17.21,3.9215686274509842,6.990291262135919,-4.229074889867836,9.73913043478261,-4.0,0.847,25.1
DET,J. Schoop,4.91,2.352941176470601,17.087378640776706,-5.638766519823784,4.173913043478255,0.0,0.6930000000000001,24.7
TEX,Ezequiel Duran,-8.350000000000001,8.627450980392155,17.4757281553398,-3.3480176211453676,0.34782608695652206,15.0,0.81,24.1
BAL,Jorge Mateo,4.91,11.764705882352942,-1.9417475728155467,8.458149779735681,2.6086956521739055,16.0,0.87,24.0
