,Team,Player,Opp,PP,XBH,BB,K,Line,H,OPS Factor,Park Factor,Score,Bases
20,COL,Blackmon,MIN,1.3500000000000032,62.74509803921575,201.9417475728156,-61.67400881057264,113.04347826086956,13.0,1.252,1.28,5.3,
21,NYY,Calhoun,KC,14.11,86.27450980392155,112.62135922330096,186.78414096916305,12.173913043478176,47.0,0.921,1.13,5.2,
22,SF,Estrada,LAD,7.15,94.11764705882362,170.87378640776694,156.82819383259914,59.13043478260866,21.0,1.024,1.0,5.2,
23,MIN,Gordon,COL,24.34,78.43137254901968,194.17475728155335,-15.85903083700442,97.3913043478261,20.0,1.102,1.28,5.1,
24,MIA,Berti,PIT,14.559999999999995,94.11764705882352,-3.88349514563118,139.2070484581498,1.7391304347826102,13.0,1.911,1.02,5.0,
25,STL,Burleson,CIN,42.72,70.58823529411761,155.33980582524276,42.29074889867845,69.56521739130432,-2.0,1.31,0.96,4.8,
26,NYY,Trevino,KC,1.7000000000000002,47.05882352941181,213.5922330097087,148.01762114537448,3.478260869565124,-1.0,0.835,1.13,4.7,
27,CIN,Newman,STL,4.880000000000001,94.11764705882362,97.08737864077668,206.1674008810573,66.0869565217391,-14.0,0.908,0.96,4.4,
28,LAD,Rojas,SF,13.46,94.11764705882352,271.8446601941747,153.3039647577093,-67.82608695652169,-18.0,0.991,1.0,4.4,5.0
29,WAS,Dickerson,ATL,3.649999999999999,1.088453945710938e-13,299.02912621359224,28.193832599118966,46.95652173913038,37.0,1.297,1.03,4.3,
30,HOU,Dubon,ARI,-64.47,78.43137254901958,267.9611650485436,15.85903083700442,142.60869565217394,-56.0,1.06,1.03,4.2,
31,LAD,Rosario,SF,3.570000000000002,31.372549019607877,271.8446601941747,102.20264317180616,-45.21739130434787,-19.0,1.219,1.0,4.2,
32,ATL,Ozuna,WAS,65.39,101.96078431372558,31.067961165048462,24.669603524229096,38.26086956521733,71.0,1.216,1.03,4.2,
33,HOU,Alvarez,ARI,6.259999999999996,62.74509803921575,124.2718446601942,-31.71806167400874,107.82608695652172,32.0,1.311,1.03,4.1,
34,MIA,Gurriel,PIT,27.78,109.80392156862746,62.13592233009705,172.68722466960355,-53.913043478260825,32.0,1.139,1.02,4.1,
35,CHC,Hoerner,MIL,13.2,62.74509803921575,256.31067961165047,155.06607929515422,-55.65217391304353,16.0,0.963,0.91,3.9,
36,WAS,Vargas,ATL,-1.2299999999999984,-39.215686274509736,299.02912621359224,66.96035242290745,8.695652173912954,31.0,1.297,1.03,3.8,
37,CLE,Kwan,DET,34.45,70.58823529411771,69.90291262135919,128.63436123348018,67.82608695652169,34.0,0.966,0.98,3.8,
38,CLE,Brennan,DET,32.0,54.90196078431378,139.80582524271847,121.58590308370044,69.56521739130432,4.0,0.878,0.98,3.6,
39,NYY,Torres,KC,28.67,94.11764705882352,23.300970873786323,146.25550660792956,-5.217391304347928,32.0,1.006,1.13,3.6,
40,WAS,Abrams,ATL,8.979999999999999,47.05882352941192,194.17475728155335,28.193832599118966,8.695652173912954,62.0,1.297,1.03,3.6,
41,MIA,Cruz,PIT,37.46,86.27450980392155,66.01941747572812,84.5814977973568,86.95652173913041,41.0,0.884,1.02,3.6,3.0
42,LAD,Heyward,SF,32.49,15.686274509803935,198.05825242718444,111.01321585903084,-50.4347826086957,40.0,1.025,1.0,3.6,
43,MIN,Polanco,COL,55.690000000000005,54.90196078431378,-50.48543689320393,-14.096916299559483,158.26086956521723,75.0,0.951,1.28,3.4,
44,STL,Donovan,CIN,45.02,62.74509803921575,170.87378640776694,56.38766519823784,13.913043478260786,4.0,0.841,0.96,3.4,
45,CHC,Bellinger,MIL,-7.24,149.0196078431373,147.57281553398062,45.81497797356823,-17.3913043478262,54.0,1.005,0.91,3.4,
46,MIN,Stevenson,COL,30.980000000000004,54.90196078431378,229.126213592233,-66.96035242290745,3.478260869565124,18.0,0.955,1.28,3.3,
47,ARI,Gurriel Jr.,HOU,18.71,78.43137254901968,31.067961165048462,123.3480176211454,78.26086956521736,2.0,0.963,1.03,3.3,
48,CHC,Suzuki,MIL,38.92,94.11764705882362,89.32038834951454,-15.85903083700442,10.434782608695564,52.0,1.368,0.91,3.3,
49,SF,Pederson,LAD,2.0599999999999987,70.58823529411771,54.3689320388349,100.4405286343612,64.34782608695647,42.0,0.957,1.0,3.2,
50,CHC,Madrigal,MIL,17.61,94.11764705882362,236.89320388349503,160.35242290748903,-76.52173913043485,23.0,0.764,0.91,3.2,
51,MIL,Taylor,CHC,17.76,-7.84313725490186,170.87378640776706,19.38325991189429,6.956521739130345,47.0,1.364,0.91,3.2,7.0
52,STL,Arenado,CIN,47.48,78.43137254901958,205.8252427184466,95.15418502202644,-20.86956521739142,41.0,0.7310000000000001,0.96,3.1,
53,TEX,Seager,SEA,48.68,109.80392156862746,93.20388349514562,28.193832599118966,13.913043478260882,63.0,1.077,0.8,3.1,
54,ARI,Carroll,HOU,-5.15,70.58823529411771,31.067961165048462,79.295154185022,41.73913043478255,25.0,1.183,1.03,3.0,
55,TOR,Bichette,TB,0.5899999999999999,78.43137254901958,194.17475728155335,-86.34361233480175,90.43478260869564,40.0,0.993,0.96,3.0,5.0
56,HOU,Diaz,ARI,-29.97,54.90196078431378,205.82524271844648,-54.6255506607929,60.869565217391255,17.0,1.12,1.03,2.9,5.0
57,WAS,Meneses,ATL,3.7600000000000033,47.05882352941192,213.5922330097087,-31.71806167400874,31.30434782608689,18.0,1.297,1.03,2.9,
58,ATL,Lopez,WAS,-4.750000000000001,15.686274509804043,46.60194174757276,91.62995594713657,66.0869565217391,8.0,1.264,1.03,2.9,
59,MIA,Burger,PIT,33.11,109.80392156862746,23.300970873786323,5.286343612334806,-6.956521739130441,36.0,1.385,1.02,2.8,
60,WAS,Adams,ATL,10.67,-15.68627450980383,275.72815533980577,-148.01762114537448,160.00000000000003,-8.0,1.297,1.03,2.8,
61,MIL,Miller,CHC,5.019999999999999,15.686274509804043,151.4563106796117,89.86784140969162,-3.4782608695652204,54.0,0.972,0.91,2.8,
62,STL,Walker,CIN,35.300000000000004,47.05882352941181,209.70873786407765,-35.24229074889861,12.173913043478176,23.0,1.004,0.96,2.8,
63,SF,Flores,LAD,13.61,70.58823529411771,11.650485436893108,167.4008810572688,67.82608695652169,19.0,0.766,1.0,2.7,5.0
64,HOU,Altuve,ARI,-7.800000000000002,78.43137254901958,143.68932038834956,44.05286343612328,-24.34782608695654,-12.0,1.187,1.03,2.7,
65,DET,Ibanez,CLE,-14.429999999999998,31.372549019607877,46.60194174757276,202.64317180616752,12.173913043478176,-5.0,1.022,0.98,2.7,
66,CLE,Fry,DET,33.26,54.90196078431378,139.80582524271847,-156.82819383259914,95.65217391304346,36.0,1.359,0.98,2.7,
67,WAS,Robles,ATL,-13.89,1.088453945710938e-13,302.9126213592233,-38.766519823788485,17.391304347826004,-16.0,1.297,1.03,2.6,
68,CHC,Gomes,MIL,4.510000000000001,86.27450980392166,225.24271844660188,-12.334801762114548,15.652173913043397,-4.0,0.895,0.91,2.6,
69,ATL,Pillar,WAS,16.14,78.43137254901968,100.97087378640778,5.286343612334806,102.6086956521739,-9.0,0.865,1.03,2.6,
70,CIN,Friedl,STL,-10.39,54.90196078431378,7.766990291262036,137.4449339207049,-26.08695652173925,17.0,1.483,0.96,2.6,
71,LAD,Betts,SF,36.29,47.05882352941181,3.883495145630964,100.4405286343612,19.130434782608614,59.0,0.975,1.0,2.6,
72,LAA,Urshela,OAK,-22.05,78.43137254901968,116.50485436893206,88.10572687224669,33.0434782608695,-47.0,0.5489999999999999,1.0,2.5,
73,HOU,Brantley,ARI,-31.380000000000003,39.21568627450984,124.2718446601942,63.43612334801758,100.86956521739133,-27.0,0.907,1.03,2.5,
74,DET,Cabrera,CLE,-14.589999999999998,31.372549019607877,-23.30097087378643,139.2070484581498,74.78260869565216,50.0,0.991,0.98,2.5,
75,WAS,Thomas,ATL,23.86,-31.372549019607767,264.07766990291253,-119.82378854625551,90.43478260869564,15.0,1.297,1.03,2.5,
76,STL,Contreras,CIN,37.2,31.372549019607877,104.85436893203882,-74.0088105726872,45.21739130434777,40.0,1.431,0.96,2.5,
77,CLE,Freeman,DET,17.67,78.43137254901968,93.20388349514562,38.766519823788585,69.56521739130432,-4.0,0.836,0.98,2.4,5.0
78,NYY,Cabrera,KC,-4.470000000000001,54.90196078431378,147.57281553398062,125.11013215859032,-81.73913043478258,0.0,0.895,1.13,2.4,
79,TEX,Semien,SEA,25.46,70.58823529411761,81.55339805825241,59.911894273127714,-38.26086956521743,44.0,1.219,0.8,2.4,
80,SD,Campusano,CHW,-35.92,62.74509803921575,186.40776699029124,-21.145374449339126,43.47826086956516,-42.0,1.207,0.99,2.3,
81,STL,Edman,CIN,33.84,7.843137254901968,163.10679611650494,59.911894273127714,-45.21739130434787,44.0,0.911,0.96,2.3,
82,BOS,Duran,BAL,8.950000000000003,78.43137254901958,143.68932038834956,44.05286343612339,-52.173913043478215,1.0,1.389,1.01,2.3,
83,MIN,Buxton,COL,64.55,39.21568627450984,42.718446601941686,-105.72687224669605,60.869565217391255,81.0,1.125,1.28,2.3,
84,MIN,Garlick,COL,31.97,70.58823529411771,58.25242718446597,-126.87224669603526,88.69565217391303,56.0,0.972,1.28,2.3,
85,ATL,Grissom,WAS,4.719999999999999,70.58823529411771,135.9223300970874,12.334801762114548,-10.43478260869576,6.0,0.8210000000000001,1.03,2.3,
86,WAS,Alu,ATL,-1.6399999999999997,-23.529411764705795,233.009708737864,-75.77092511013213,59.13043478260866,33.0,1.297,1.03,2.3,
87,CIN,Fraley,STL,6.21,70.58823529411771,54.3689320388349,103.96475770925107,102.6086956521739,37.0,0.611,0.96,2.2,
88,WAS,Garrett,ATL,0.0899999999999994,7.843137254902077,252.42718446601936,-148.01762114537448,102.6086956521739,2.0,1.297,1.03,2.2,
89,SF,Matos,LAD,-11.62,70.58823529411771,143.68932038834956,165.63876651982383,73.04347826086953,-22.0,0.522,1.0,2.2,
90,MIA,Fortes,PIT,-1.95,54.90196078431378,73.78640776699027,126.87224669603526,-76.52173913043475,-12.0,1.292,1.02,2.2,
91,CLE,Straw,DET,-4.509999999999999,39.21568627450984,93.20388349514562,47.57709251101316,38.26086956521733,7.0,1.024,0.98,2.2,
92,TOR,Guerrero Jr.,TB,-25.35,39.21568627450984,124.2718446601942,-7.048458149779644,12.17391304347827,43.0,1.241,0.96,2.2,
93,BOS,Arroyo,BAL,4.270000000000001,54.90196078431378,135.9223300970874,79.29515418502208,-38.26086956521743,-15.0,1.01,1.01,2.2,
94,MIL,Turang,CHC,-9.55,54.90196078431378,174.75728155339812,126.87224669603526,10.434782608695564,-31.0,0.704,0.91,2.1,
95,CHC,Happ,MIL,18.97,54.90196078431378,81.55339805825241,-1.7621145374449354,-6.956521739130538,43.0,1.19,0.91,2.1,
96,LAD,Hernandez,SF,-7.840000000000001,70.58823529411771,178.6407766990291,88.10572687224669,-90.43478260869564,-3.0,0.901,1.0,2.1,
97,CHW,Alberto,SD,-13.43,78.43137254901968,97.08737864077668,29.955947136563907,20.869565217391223,0.0,0.941,0.99,2.1,
98,MIL,Canha,CHC,-13.579999999999998,15.686274509804043,108.73786407766993,107.48898678414096,-17.3913043478261,35.0,0.972,0.91,2.1,
99,MIA,Soler,PIT,28.18,125.49019607843138,-93.20388349514572,35.24229074889871,19.130434782608614,54.0,1.205,1.02,2.1,
100,BOS,Yoshida,BAL,46.46,62.74509803921575,100.97087378640778,132.1585903083701,-76.52173913043475,1.0,0.776,1.01,2.1,
101,BOS,Reyes,BAL,13.45,62.74509803921575,81.55339805825241,144.49339207048462,15.652173913043493,-8.0,0.663,1.01,2.1,
102,SEA,France,TEX,-4.170000000000002,86.27450980392166,73.78640776699027,68.72246696035238,60.869565217391255,-3.0,0.919,0.8,2.1,4.0
103,MIA,Segura,PIT,-17.699999999999996,54.90196078431378,77.66990291262132,163.87665198237892,-64.34782608695647,-21.0,1.107,1.02,2.0,
104,CIN,Ramos,STL,-2.4899999999999984,62.74509803921575,23.300970873786323,66.96035242290745,17.391304347826004,37.0,0.264,0.96,2.0,
105,NYY,Rizzo,KC,-1.839999999999999,117.64705882352942,19.417475728155253,-0.0,33.0434782608695,5.0,1.61,1.13,2.0,
106,ATL,Olson,WAS,50.43,101.96078431372558,-174.75728155339812,59.911894273127714,33.0434782608695,93.0,1.171,1.03,2.0,
107,ARI,Ahmed,HOU,-22.070000000000004,47.05882352941181,112.62135922330096,-17.621145374449355,83.47826086956519,-18.0,0.963,1.03,1.9,
108,HOU,Bregman,ARI,-14.170000000000002,54.90196078431378,46.60194174757276,42.29074889867836,95.65217391304346,-1.0,0.802,1.03,1.9,
109,CIN,Stephenson,STL,-14.43,117.64705882352942,54.3689320388349,77.53303964757707,52.173913043478215,-7.0,0.704,0.96,1.9,4.0
110,CIN,Steer,STL,-12.219999999999995,86.27450980392166,-1.0778864316749093e-13,45.81497797356823,48.69565217391299,-5.0,1.209,0.96,1.9,6.0
111,TOR,Espinal,TB,-42.22,31.372549019607877,194.17475728155335,-15.859030837004322,41.73913043478255,-23.0,1.052,0.96,1.9,
112,ARI,Thomas,HOU,-2.0200000000000014,15.686274509804043,93.20388349514562,103.96475770925107,12.173913043478176,-6.0,0.854,1.03,1.9,
113,MIL,Caratini,CHC,15.14,-15.68627450980383,170.87378640776706,100.4405286343612,-120.0,40.0,1.11,0.91,1.9,
114,SEA,Canzone,TEX,14.619999999999996,7.843137254902077,143.68932038834942,5.286343612334806,20.869565217391223,36.0,1.014,0.8,1.9,
115,MIN,Taylor,COL,17.939999999999998,94.11764705882352,120.38834951456312,-75.77092511013213,85.2173913043478,71.0,0.478,1.28,1.9,7.0
116,MIL,Santana,CHC,17.340000000000003,15.686274509804043,34.951456310679546,121.58590308370044,-43.47826086956526,16.0,1.2000000000000002,0.91,1.8,5.0
117,LAD,Peralta,SF,6.970000000000001,39.21568627450984,225.24271844660188,54.625550660793,-86.95652173913041,21.0,0.688,1.0,1.8,
118,HOU,Pena,ARI,-45.17,15.686274509803935,178.6407766990291,19.38325991189429,74.78260869565216,-45.0,0.881,1.03,1.8,
