Team,Player,PP,XBH,BB,K,Line,H,OPS Factor,Park Factor,Score
COL,B. Rodgers,-28.5,5.490196078431378,19.41747572815534,-1.0572687224669515,2.086956521739123,-1.0,1.348,1.1,-5.3
CIN,Harrison Bader,-1.2700000000000005,3.9215686274509842,22.524271844660188,3.171806167400884,-4.0000000000000036,-29.0,0.761,1.1,-3.9
COL,Ezequiel Tovar,-49.15,7.058823529411761,23.689320388349504,-13.920704845814962,2.086956521739123,-42.0,1.264,1.1,-100.4
COL,Elias Diaz,-35.27,11.764705882352942,15.533980582524265,-6.167400881057264,-2.7826086956521765,-11.0,1.065,1.1,-32.7
COL,E. Montero,-44.2,2.3529411764705905,20.582524271844648,-26.78414096916299,2.6086956521739055,-31.0,0.9450000000000001,1.1,-79.5
COL,Coco Montes,-31.21,-1.568627450980383,26.79611650485436,-38.590308370044056,4.869565217391299,-21.0,1.272,1.1,-66.8
COL,C. Blackmon,-14.47,7.058823529411761,18.640776699029125,4.405286343612339,10.956521739130435,-5.0,1.272,1.1,30.2
COL,Brenton Doyle,-63.79,3.1372549019607874,15.533980582524265,-19.911894273127743,-6.260869565217397,-25.0,1.0110000000000001,1.1,-107.1
COL,Austin Wynns,-45.47,6.274509803921564,13.980582524271847,-17.621145374449345,0.3478260869565124,-39.0,1.2189999999999999,1.1,-109.3
COL,Alan Trejo,-40.15,14.117647058823534,13.592233009708742,0.35242290748899685,8.695652173913041,-21.0,0.355,1.1,-9.5
CIN,C. En-Strand,-9.520000000000001,0.7843137254902077,21.359223300970864,-14.44933920704846,10.26086956521739,-45.0,0.621,1.1,-40.2
CIN,E. De La Cruz,-23.13,6.274509803921575,9.320388349514563,-14.625550660792934,-6.60869565217391,-11.0,0.621,1.1,-43.7
CIN,Henry Ramos,-4.889999999999999,2.3529411764705905,20.194174757281544,-7.048458149779733,-1.3913043478260883,14.0,0.761,1.1,25.5
COL,Hunter Goodman,-23.03,6.274509803921564,21.359223300970864,-18.32599118942732,1.2173913043478175,4.0,0.7050000000000001,1.1,-6.6
CIN,Hunter Renfroe,-21.8,-1.568627450980383,3.1067961165048468,-1.4096916299559386,-6.0869565217391255,-29.0,0.481,1.1,-30.0
CIN,Jake Fraley,-3.3499999999999996,1.088453945710938e-14,21.74757281553397,-4.052863436123341,6.60869565217391,16.0,0.664,1.1,27.0
CIN,Jason Vosler,-22.79,-5.490196078431367,12.815533980582527,-21.4977973568282,-4.0000000000000036,-37.0,0.664,1.1,-85.8
CIN,Joey Votto,-15.42,-2.3529411764705794,7.378640776699026,-12.33480176211454,-16.173913043478265,-19.0,0.978,1.1,-62.3
CIN,Jonathan India,-17.419999999999998,-2.3529411764705794,1.9417475728155251,-10.572687224669604,2.086956521739123,-33.0,0.764,1.1,-49.8
CIN,Jose Garcia,-24.669999999999998,0.7843137254902077,15.922330097087372,-17.621145374449345,-6.434782608695648,-64.0,0.764,1.1,-105.6
MIN,Willi Castro,-69.16000000000001,7.058823529411772,3.4951456310679543,-16.916299559471373,2.6086956521739055,-97.0,0.776,1.1,-145.0
MIN,Trevor Larnach,-57.230000000000004,-2.3529411764705794,-15.14563106796117,-30.837004405286343,7.999999999999997,-61.0,1.065,1.1,-174.4
MIN,Ryan Jeffers,-52.24,5.490196078431378,2.7184466019417393,-22.555066079295166,2.2608695652173836,-68.0,1.065,1.1,-155.0
MIN,Royce Lewis,12.190000000000001,3.9215686274509842,-0.3883495145631072,-16.916299559471373,-9.654113257610057e-15,5.0,1.323,1.1,5.5
COL,Harold Castro,-37.34,4.705882352941181,19.805825242718445,-12.33480176211454,7.999999999999997,-62.0,1.564,1.1,-136.2
COL,Kris Bryant,-14.360000000000001,11.764705882352942,14.368932038834942,-2.8193832599118873,0.17391304347825137,-1.0,1.05,1.1,9.4
MIN,Max Kepler,-21.64,6.274509803921575,-13.980582524271847,-8.105726872246693,3.999999999999994,-11.0,1.074,1.1,-52.5
SD,Juan Soto,23.230000000000004,3.1372549019607874,-13.980582524271847,5.4625550660793,0.17391304347826103,72.0,1.6340000000000001,1.1,161.8
SD,Brandon Dixon,-4.05,-3.1372549019607767,-1.5533980582524396,-20.440528634361225,6.434782608695648,10.0,0.953,1.1,-14.0
SD,Brett Sullivan,-3.1499999999999995,-2.3529411764705794,-3.495145631067965,-5.814977973568277,8.869565217391303,14.0,0.716,1.1,6.3
SD,F. Tatis Jr.,33.57,2.3529411764705905,-4.271844660194179,-1.2334801762114451,1.3913043478260785,56.0,1.514,1.1,146.2
SD,Garrett Cooper,-8.950000000000001,6.274509803921575,-12.815533980582527,-2.4669603524229,15.478260869565203,0.0,1.079,1.1,-2.9
SD,Gary Sanchez,35.54,1.088453945710938e-14,-8.543689320388347,-4.405286343612328,-5.565217391304344,33.0,1.079,1.1,55.0
SD,Ha-seong Kim,-8.08,1.088453945710938e-14,-11.262135922330097,9.691629955947135,7.130434782608692,2.0,0.541,1.1,-0.3
SD,J. Cronenworth,4.1899999999999995,9.411764705882351,-0.7766990291262251,15.682819383259915,7.826086956521737,33.0,0.541,1.1,76.3
SD,J. Profar,-16.61,2.3529411764705905,-15.14563106796117,8.105726872246693,7.478260869565215,-1.0,0.6719999999999999,1.1,-11.0
SD,Ji-Man Choi,-6.280000000000001,-0.784313725490186,-16.6990291262136,-10.220264317180616,7.652173913043476,26.0,0.597,1.1,-0.2
SD,Jose Azocar,-9.11,3.1372549019607874,10.87378640776699,1.409691629955958,0.8695652173912954,3.0,1.149,1.1,12.9
SD,Luis Campusano,13.629999999999999,7.058823529411772,6.601941747572813,10.39647577092511,7.826086956521737,39.0,1.291,1.1,120.0
COL,Michael Toglia,-36.03,6.274509803921564,13.203883495145632,-19.559471365638757,2.086956521739123,-27.0,1.05,1.1,-67.1
SD,Manny Machado,22.42,0.7843137254902077,-5.436893203883501,8.634361233480174,0.17391304347826103,52.0,0.763,1.1,65.9
SD,Matt Carpenter,1.8299999999999992,-3.1372549019607767,-23.300970873786422,-5.46255506607929,1.7391304347826004,5.0,0.763,1.1,-25.7
SD,Matthew Batten,8.51,5.490196078431378,6.601941747572813,-3.876651982378849,2.956521739130428,16.0,0.879,1.1,34.5
SD,Nelson Cruz,2.139999999999999,5.490196078431378,0.7766990291262036,-7.753303964757707,7.826086956521737,25.0,0.879,1.1,36.8
SD,Rougned Odor,12.729999999999999,3.9215686274509842,-6.99029126213593,4.93392070484582,17.21739130434781,52.0,0.879,1.1,92.2
SD,Trent Grisham,-14.14,-1.568627450980383,-17.475728155339812,-7.753303964757707,2.2608695652173836,-13.0,0.495,1.1,-28.1
SD,X. Bogaerts,9.28,9.411764705882351,-5.825242718446607,13.392070484581502,-2.086956521739132,33.0,1.436,1.1,90.3
COL,Yonathan Daza,-34.1,4.705882352941181,27.18446601941747,0.7048458149779839,-10.608695652173914,-41.0,1.0710000000000002,1.1,-58.4
COL,Ryan McMahon,-38.849999999999994,6.274509803921564,-1.1650485436893323,-19.73568281938327,-3.4782608695652204,-46.0,1.0710000000000002,1.1,-121.3
COL,Nolan Jones,-6.269999999999998,10.196078431372548,-0.7766990291262251,-16.387665198237872,-2.6086956521739157,8.0,1.281,1.1,-11.1
MIN,Nick Gordon,-40.74,1.5686274509804046,6.990291262135919,-20.26431718061673,-0.8695652173913149,-58.0,1.074,1.1,-122.4
CIN,Curt Casali,-32.79,-3.9215686274509736,4.660194174757276,-8.986784140969162,-9.913043478260867,-63.0,0.621,1.1,-125.3
MIN,Matt Wallner,-55.970000000000006,1.088453945710938e-14,-12.815533980582527,-32.070484581497794,-1.73913043478262,-66.0,1.289,1.1,-239.1
MIN,M. A. Taylor,-51.57000000000001,8.627450980392165,-1.1650485436893214,-23.964757709251096,-2.4347826086956643,-71.0,0.849,1.1,-155.7
CIN,Will Benson,-8.61,0.7843137254902077,-1.1650485436893323,-20.26431718061673,6.0869565217391255,20.0,0.835,1.1,-2.9
CIN,Wil Myers,-9.12,-2.3529411764705794,14.757281553398052,-23.083700440528624,0.3478260869565124,-48.0,1.21,1.1,-74.2
CIN,TJ Friedl,-16.47,1.088453945710938e-14,26.019417475728147,-2.1145374449339127,-8.52173913043478,-17.0,1.21,1.1,-24.1
CIN,T.J. Hopkins,-24.32,-4.70588235294117,14.757281553398052,-30.837004405286343,-9.043478260869565,-54.0,0.5609999999999999,1.1,-119.0
CIN,T. Stephenson,6.300000000000001,4.705882352941181,23.300970873786397,-7.9295154185022,2.434782608695645,-36.0,0.5609999999999999,1.1,-4.4
