,Unnamed: 0,Team,Player,Opp,PP,XBH,BB,K,Line,H,OPS Factor,Park Factor,Score,Bases
373,373,CHC,Swanson,ATL,25.75,1.09e-13,-38.83495146,1.762114537,-40.0,6,0.891,0.94,-0.4,
374,374,CHW,Remillard,ARI,8.51,-125.4901961,291.2621359,-202.6431718,-100.8695652,44,0.431,1.01,-0.4,
375,375,BOS,Duvall,BAL,13.5,-47.05882353,69.90291262,-177.9735683,64.34782609,32,0.924,1.06,-0.4,
376,376,SEA,Moore,TEX,21.4,-39.21568627,-1.08e-13,-169.1629956,67.82608696,52,0.684,0.83,-0.4,
377,377,ATL,Riley,CHC,35.89,-7.843137255,-15.53398058,-65.19823789,-19.13043478,49,1.275,0.94,-0.3,6.0
378,378,OAK,Gelof,MIN,-18.56,-31.37254902,54.36893204,-153.3039648,107.826087,14,1.041,1.05,-0.3,
379,379,NYY,Wells,TOR,0.94,7.843137255,128.1553398,-133.9207048,-67.82608696,41,1.135,1.11,-0.3,
380,380,BOS,Wong,BAL,-29.52,7.843137255,-3.883495146,-95.15418502,69.56521739,-5,0.491,1.06,-0.3,3.0
381,381,MIA,Fortes,NYM,7.0,-31.37254902,31.06796117,-3.524229075,-83.47826087,48,1.147,0.89,-0.3,
382,382,CHC,Tauchman,ATL,8.82,31.37254902,-108.7378641,17.62114537,19.13043478,-1,1.103,0.94,-0.3,
383,383,KC,Reyes,DET,-26.77,-23.52941176,139.8058252,-165.6387665,78.26086957,-32,0.867,1.01,-0.3,
384,384,BAL,O'Hearn,BOS,-19.12,39.21568627,97.08737864,-128.6343612,22.60869565,-40,0.993,1.06,-0.3,
385,385,TOR,Varsho,NYY,-9.59,1.09e-13,-73.78640777,1.762114537,78.26086957,-21,1.08,1.11,-0.3,4.0
386,386,NYM,Guillorme,MIA,-38.08,7.843137255,31.06796117,-95.15418502,15.65217391,-36,0.264,0.89,-0.3,
387,387,OAK,Brown,MIN,-13.01,-39.21568627,97.08737864,-75.77092511,1.739130435,7,0.848,1.05,-0.2,
388,388,MIL,Winker,STL,4.9,-15.68627451,-77.66990291,49.33920705,-8.695652174,24,1.244,0.9,-0.2,
389,389,KC,Waters,DET,-20.08,-7.843137255,42.7184466,-111.0132159,92.17391304,-20,0.862,1.01,-0.2,
390,390,KC,Blanco,DET,-31.45,-47.05882353,221.3592233,-218.5022026,34.7826087,-16,0.264,1.01,-0.2,
391,391,TEX,Garcia,SEA,37.86,-7.843137255,93.2038835,-146.2555066,-8.695652174,17,1.384,0.83,-0.2,4.0
392,392,STL,Yepez,MIL,-53.35,1.09e-13,174.7572816,-128.6343612,-9.65e-14,-69,0.264,0.9,-0.2,
393,393,ATL,d'Arnaud,CHC,12.65,-31.37254902,66.01941748,-81.05726872,-6.956521739,21,0.928,0.94,-0.2,
394,394,TOR,Horwitz,NYY,-10.55,23.52941176,124.2718447,-209.69163,64.34782609,-18,0.546,1.11,-0.2,
395,395,ATL,Olson,CHC,27.85,31.37254902,-166.9902913,37.00440529,-10.43478261,70,1.074,0.94,-0.1,4.0
396,396,BOS,Casas,BAL,15.18,39.21568627,-163.1067961,-17.62114537,111.3043478,9,0.806,1.06,-0.1,
397,397,NYM,Mauricio,MIA,-27.78,47.05882353,209.7087379,-188.5462555,-9.65e-14,-55,0.789,0.89,-0.1,
398,398,ATL,Arcia,CHC,13.18,-39.21568627,-19.41747573,47.57709251,-41.73913043,24,0.826,0.94,-0.1,
399,399,SEA,Ford,TEX,56.9,-15.68627451,19.41747573,-126.8722467,12.17391304,47,0.884,0.83,-0.1,
400,400,TOR,Biggio,NYY,-14.47,7.843137255,-77.66990291,-24.66960352,118.2608696,-20,0.794,1.11,-0.1,2.0
401,401,MIL,Contreras,STL,53.56,-7.843137255,-97.08737864,96.91629956,-111.3043478,55,1.3,0.9,-0.1,
402,402,MIL,Mitchell,STL,27.36,-31.37254902,46.60194175,-128.6343612,-1.739130435,76,1.244,0.9,-0.1,2.0
403,403,ARI,Carroll,CHW,27.67,15.68627451,-151.4563107,-1.762114537,55.65217391,47,1.135,1.01,-0.1,4.0
404,404,MIL,Wiemer,STL,15.22,-15.68627451,-19.41747573,61.67400881,-104.3478261,14,0.264,0.9,-0.1,
405,405,NYM,Marte,MIA,-25.25,23.52941176,194.1747573,-112.7753304,-60.86956522,-30,0.789,0.89,-0.1,
406,406,MIA,Wendle,NYM,8.09,15.68627451,7.766990291,-14.0969163,-50.43478261,12,0.375,0.89,-0.1,
407,407,CHW,Lee,ARI,11.31,-31.37254902,190.2912621,-51.10132159,-126.9565217,6,0.434,1.01,0.0,
408,408,NYM,Narvaez,MIA,-33.46,23.52941176,46.60194175,-28.1938326,10.43478261,-21,0.989,0.89,0.0,
